FileName,Habitat,Type,Season,Moment
02_HJ-FR/HJ-FR_20190217_084500_SR_3,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190217_084500_SR_4,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190217_171500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190217_171500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190217_174500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190217_174500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190217_181500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190217_181500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190217_181500_SS_3,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190217_181500_SS_4,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190218_001500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190218_001500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190218_003000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190218_003000_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190219_080000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190219_080000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190219_080000_SR_3,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190219_080000_SR_4,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190220_001500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190220_001500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190220_004500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190220_004500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190220_010000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190220_010000_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190220_014500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190220_014500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190220_070000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190220_070000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190220_073000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190220_073000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190220_133000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190220_133000_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190220_133000_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190220_133000_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190221_010000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190221_010000_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190221_014500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190221_014500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190221_074500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190221_074500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190221_074500_SR_3,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190221_074500_SR_4,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190221_170000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190221_170000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190221_170000_SS_3,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190221_170000_SS_4,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190221_183000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190221_183000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190221_183000_SS_3,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190221_183000_SS_4,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190222_061500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190222_061500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190222_064500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190222_064500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190222_070000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190222_070000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190222_070000_SR_3,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190222_070000_SR_4,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190222_121500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_121500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_121500_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_121500_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_121500_MD_5,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_123000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_123000_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_123000_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_123000_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_123000_MD_5,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_131500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_131500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_131500_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190222_131500_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190223_131500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190223_131500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190223_131500_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190223_131500_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190224_061500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190224_061500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190224_063000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190224_063000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190224_073000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190224_073000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190224_073000_SR_3,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190224_073000_SR_4,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190224_170000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190224_170000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190224_170000_SS_3,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190224_170000_SS_4,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190225_181500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190225_181500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190225_181500_SS_3,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190225_181500_SS_4,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190226_130000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190226_130000_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190226_134500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190226_134500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190227_010000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190227_011500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190227_013000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190227_014500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190227_123000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190227_123000_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190227_123000_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190227_123000_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190227_123000_MD_5,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190227_171500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190227_171500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190227_174500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190227_174500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190228_000000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190228_000000_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190228_004500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190228_004500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190228_010000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190228_010000_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190228_014500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190228_014500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190228_060000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190228_060000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190228_063000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190228_063000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190228_070000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190228_070000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190228_071500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190228_071500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190228_120000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_120000_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_120000_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_120000_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_120000_MD_5,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_123000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_123000_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_123000_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_123000_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_123000_MD_5,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_133000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_133000_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_133000_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_133000_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190228_170000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190228_170000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190228_174500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190228_174500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190228_180000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190228_180000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190228_183000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190228_183000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190301_001500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190301_001500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190301_004500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190301_004500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190301_010000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190301_010000_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190301_014500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190301_014500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190301_120000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190301_120000_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190301_120000_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190301_120000_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190301_183000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190301_183000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190301_184500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190301_184500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190302_060000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190302_060000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190302_064500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190302_064500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190302_070000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190302_070000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190302_071500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190302_071500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190302_120000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190302_121500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190302_123000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190302_124500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190302_131500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190302_131500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190302_134500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190302_134500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190302_171500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190302_171500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190302_173000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190302_173000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190303_061500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190303_061500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190303_063000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190303_063000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190303_070000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190303_070000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190303_073000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190303_073000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190303_180000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190303_180000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190303_184500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190303_184500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190304_000000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190304_000000_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190304_004500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190304_004500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190304_010000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190304_011500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190304_013000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190304_014500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190305_134500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190305_134500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190305_134500_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190305_134500_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190305_170000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190305_170000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190305_170000_SS_3,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190305_170000_SS_4,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190306_000000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190306_001500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190306_003000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190306_004500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190306_010000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190306_011500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190306_013000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190306_014500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190307_171500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190307_171500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190307_171500_SS_3,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190307_171500_SS_4,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190308_010000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190308_011500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190308_013000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190308_014500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190308_061500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190308_061500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190308_064500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190308_064500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190308_070000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190308_070000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190308_074500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190308_074500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190309_000000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190309_001500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190309_003000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190309_004500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190309_071500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190309_071500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190309_073000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190309_073000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190309_123000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190309_123000_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190309_123000_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190309_123000_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190309_190000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190309_190000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190309_191500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190309_191500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190310_180000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190310_180000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190310_180000_SS_3,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190310_180000_SS_4,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190311_010000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190311_011500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190311_013000_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190311_014500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190311_060000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190311_060000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190311_061500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190311_061500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190311_073000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190311_073000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190311_074500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190311_074500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190311_120000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190311_120000_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190311_120000_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190311_120000_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190312_001500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190312_001500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190312_004500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190312_004500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190312_183000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190312_183000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190312_183000_SS_3,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190312_183000_SS_4,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190315_134500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190315_134500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190315_134500_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190315_134500_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190315_190000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190315_190000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190315_194500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190315_194500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190316_070000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190316_070000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190316_073000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190316_073000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190316_131500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190316_131500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190316_131500_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190316_131500_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190316_181500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190316_181500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190316_183000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190316_183000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190316_193000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190316_193000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190316_194500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190316_194500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190317_060000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190317_060000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190317_063000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190317_063000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190317_131500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190317_131500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190317_131500_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190317_131500_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190318_063000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190318_063000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190318_064500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190318_064500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190318_121500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190318_121500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190318_121500_MD_3,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190318_121500_MD_4,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190319_011500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190319_011500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190319_014500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190319_014500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190319_061500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190319_061500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190319_064500_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190319_064500_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190319_070000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190319_070000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190319_073000_SR_1,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190319_073000_SR_2,2,Close,Dry,SR
02_HJ-FR/HJ-FR_20190319_130000_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190319_130000_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190319_134500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190319_134500_MD_2,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190319_183000_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190319_183000_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190319_183000_SS_3,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190319_183000_SS_4,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190320_001500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190320_001500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190320_004500_MN_1,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190320_004500_MN_2,2,Close,Dry,MN
02_HJ-FR/HJ-FR_20190320_191500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190320_191500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190320_194500_SS_1,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190320_194500_SS_2,2,Close,Dry,SS
02_HJ-FR/HJ-FR_20190321_121500_MD_1,2,Close,Dry,MD
02_HJ-FR/HJ-FR_20190321_121500_MD_2,2,Close,Dry,MD
